Year,NA_Sales,EU_Sales,JP_Sales,Other_Sales
2008.0,0.53,0.02,0.0,0.04
2007.0,0.52,0.03,0.0,0.04
1997.0,0.47,0.11,0.0,0.01
1999.0,0.47,0.11,0.0,0.01
2013.0,0.33,0.21,0.0,0.05
2003.0,0.36,0.08,0.14,0.02
2004.0,0.0,0.0,0.59,0.0
2012.0,0.39,0.14,0.02,0.04
2011.0,0.36,0.16,0.0,0.07
2015.0,0.05,0.09,0.42,0.03
2010.0,0.13,0.22,0.01,0.23
,0.54,0.0,0.01,0.03
2008.0,0.51,0.04,0.0,0.05
2010.0,0.36,0.18,0.0,0.05
1999.0,0.33,0.22,0.0,0.04
2008.0,0.18,0.34,0.0,0.07
2004.0,0.29,0.22,0.0,0.08
2007.0,0.39,0.02,0.13,0.04
2015.0,0.2,0.22,0.08,0.08
2008.0,0.35,0.14,0.0,0.1
2011.0,0.25,0.25,0.0,0.09
2010.0,0.28,0.21,0.0,0.09
2003.0,0.34,0.13,0.11,0.01
2003.0,0.29,0.22,0.0,0.07
2009.0,0.14,0.37,0.0,0.07
1994.0,0.0,0.0,0.59,0.0
2012.0,0.26,0.22,0.0,0.1
2003.0,0.22,0.17,0.14,0.06
2008.0,0.15,0.37,0.0,0.07
2007.0,0.53,0.01,0.0,0.04
2008.0,0.29,0.22,0.0,0.07
2009.0,0.29,0.23,0.0,0.06
2015.0,0.28,0.25,0.0,0.05
1995.0,0.0,0.0,0.55,0.04
1997.0,0.29,0.19,0.07,0.04
2010.0,0.53,0.02,0.0,0.04
2014.0,0.3,0.18,0.0,0.1
1982.0,0.55,0.03,0.0,0.01
2005.0,0.06,0.04,0.47,0.01
2004.0,0.49,0.02,0.0,0.08
2008.0,0.35,0.03,0.17,0.03
2009.0,0.21,0.31,0.0,0.07
2008.0,0.35,0.18,0.0,0.05
2009.0,0.02,0.18,0.0,0.39
2014.0,0.3,0.22,0.02,0.04
2011.0,0.23,0.29,0.0,0.07
2015.0,0.31,0.22,0.0,0.05
2014.0,0.21,0.3,0.0,0.07
2008.0,0.54,0.0,0.0,0.04
2009.0,0.31,0.19,0.02,0.06
2000.0,0.32,0.22,0.0,0.04
2013.0,0.27,0.26,0.0,0.05
2003.0,0.28,0.22,0.0,0.07
2010.0,0.37,0.15,0.0,0.05
2010.0,0.27,0.06,0.22,0.03
1997.0,0.15,0.39,0.0,0.03
1998.0,0.14,0.4,0.0,0.04
1998.0,0.06,0.3,0.19,0.03
,0.28,0.22,0.0,0.07
2000.0,0.28,0.22,0.0,0.07
2000.0,0.23,0.16,0.16,0.04
1998.0,0.0,0.0,0.54,0.04
2005.0,0.33,0.22,0.0,0.03
2004.0,0.28,0.22,0.0,0.07
1998.0,0.32,0.22,0.0,0.04
2004.0,0.42,0.15,0.0,0.01
2007.0,0.25,0.0,0.31,0.02
2013.0,0.05,0.02,0.5,0.01
2009.0,0.53,0.0,0.0,0.04
2002.0,0.28,0.22,0.0,0.07
1998.0,0.32,0.22,0.0,0.04
1992.0,0.0,0.0,0.58,0.0
2006.0,0.53,0.0,0.0,0.04
2015.0,0.21,0.27,0.0,0.09
2006.0,0.24,0.05,0.26,0.03
1996.0,0.0,0.0,0.58,0.0
2010.0,0.43,0.09,0.0,0.06
2011.0,0.27,0.11,0.14,0.06
2009.0,0.36,0.1,0.06,0.06
2000.0,0.32,0.22,0.0,0.04
2002.0,0.45,0.12,0.0,0.02
2011.0,0.54,0.0,0.0,0.04
2006.0,0.28,0.22,0.0,0.07
2005.0,0.48,0.02,0.0,0.08
2009.0,0.38,0.12,0.0,0.07
2010.0,0.1,0.41,0.01,0.06
2009.0,0.52,0.02,0.0,0.04
1999.0,0.32,0.22,0.0,0.04
2010.0,0.34,0.17,0.02,0.05
1999.0,0.55,0.02,0.0,0.0
2008.0,0.0,0.53,0.0,0.04
,0.53,0.02,0.0,0.03
2009.0,0.28,0.22,0.0,0.07
2008.0,0.08,0.37,0.0,0.12
2013.0,0.28,0.0,0.27,0.02
1994.0,0.24,0.16,0.13,0.04
2007.0,0.29,0.23,0.0,0.06
2007.0,0.49,0.04,0.0,0.04
2005.0,0.53,0.0,0.0,0.04
2005.0,0.32,0.24,0.0,0.02
2008.0,0.28,0.22,0.0,0.07
2002.0,0.41,0.15,0.0,0.01
2009.0,0.23,0.28,0.0,0.06
2005.0,0.0,0.0,0.57,0.0
2011.0,0.37,0.15,0.0,0.05
2008.0,0.27,0.24,0.0,0.06
2000.0,0.0,0.0,0.54,0.04
2004.0,0.41,0.15,0.0,0.01
2010.0,0.24,0.24,0.01,0.09
2008.0,0.53,0.0,0.0,0.04
1995.0,0.11,0.08,0.35,0.04
2008.0,0.22,0.02,0.0,0.33
2007.0,0.21,0.23,0.0,0.13
2011.0,0.25,0.27,0.0,0.06
2005.0,0.44,0.11,0.0,0.02
2007.0,0.3,0.17,0.04,0.05
2010.0,0.01,0.45,0.0,0.11
2008.0,0.52,0.01,0.0,0.04
2004.0,0.47,0.02,0.0,0.08
2013.0,0.38,0.15,0.0,0.04
2006.0,0.51,0.02,0.0,0.04
2009.0,0.36,0.12,0.03,0.07
1986.0,0.0,0.0,0.57,0.0
1997.0,0.48,0.08,0.0,0.0
2009.0,0.52,0.01,0.0,0.04
2011.0,0.1,0.12,0.29,0.07
2010.0,0.27,0.25,0.0,0.05
2001.0,0.43,0.12,0.0,0.02
2005.0,0.11,0.08,0.35,0.03
2011.0,0.32,0.2,0.0,0.05
2008.0,0.5,0.03,0.0,0.04
2002.0,0.28,0.22,0.0,0.07
2006.0,0.47,0.02,0.0,0.08
2002.0,0.42,0.11,0.02,0.02
1992.0,0.0,0.0,0.57,0.0
2003.0,0.45,0.1,0.0,0.02
2012.0,0.19,0.25,0.04,0.09
2002.0,0.0,0.0,0.57,0.0
2007.0,0.29,0.22,0.0,0.06
2002.0,0.39,0.16,0.0,0.02
2004.0,0.19,0.15,0.17,0.05
2000.0,0.31,0.21,0.0,0.04
2003.0,0.28,0.22,0.0,0.07
2013.0,0.28,0.19,0.0,0.09
2009.0,0.4,0.12,0.0,0.05
2008.0,0.19,0.31,0.0,0.06
2008.0,0.09,0.4,0.0,0.07
2009.0,0.21,0.22,0.05,0.09
2015.0,0.24,0.28,0.0,0.05
2000.0,0.11,0.08,0.34,0.04
2003.0,0.44,0.11,0.0,0.02
2007.0,0.23,0.18,0.09,0.06
2007.0,0.26,0.04,0.24,0.03
2003.0,0.4,0.15,0.0,0.01
2004.0,0.4,0.15,0.0,0.01
2006.0,0.28,0.22,0.0,0.07
2003.0,0.4,0.15,0.0,0.01
2001.0,0.28,0.22,0.0,0.07
2004.0,0.31,0.11,0.13,0.01
2003.0,0.4,0.14,0.0,0.02
2007.0,0.28,0.22,0.0,0.07
2001.0,0.31,0.21,0.0,0.04
2006.0,0.28,0.21,0.0,0.07
2006.0,0.41,0.08,0.0,0.07
2004.0,0.4,0.15,0.0,0.01
2004.0,0.28,0.21,0.0,0.07
2007.0,0.27,0.05,0.22,0.03
2001.0,0.28,0.21,0.0,0.07
1999.0,0.31,0.21,0.0,0.04
2011.0,0.32,0.19,0.0,0.05
2007.0,0.28,0.21,0.0,0.07
2005.0,0.39,0.15,0.0,0.02
2009.0,0.28,0.22,0.0,0.06
2001.0,0.27,0.21,0.0,0.07
2002.0,0.4,0.15,0.0,0.01
2005.0,0.43,0.11,0.0,0.02
2000.0,0.31,0.21,0.0,0.04
2010.0,0.41,0.11,0.0,0.04
2007.0,0.49,0.02,0.0,0.04
2003.0,0.43,0.11,0.0,0.02
1999.0,0.39,0.09,0.07,0.01
1993.0,0.09,0.02,0.45,0.0
2007.0,0.27,0.21,0.0,0.07
2015.0,0.26,0.14,0.12,0.04
2003.0,0.15,0.12,0.26,0.04
2011.0,0.44,0.08,0.0,0.04
2011.0,0.13,0.09,0.27,0.06
2008.0,0.34,0.15,0.01,0.05
2009.0,0.15,0.35,0.0,0.07
2001.0,0.0,0.0,0.56,0.0
2005.0,0.27,0.21,0.0,0.07
2008.0,0.27,0.23,0.0,0.06
2003.0,0.27,0.21,0.0,0.07
2002.0,0.4,0.15,0.0,0.01
2003.0,0.4,0.15,0.0,0.01
2002.0,0.39,0.15,0.0,0.02
2008.0,0.32,0.18,0.0,0.05
2005.0,0.17,0.24,0.0,0.14
2003.0,0.27,0.21,0.0,0.07
1994.0,0.0,0.0,0.56,0.0
2006.0,0.49,0.02,0.0,0.04
2005.0,0.52,0.02,0.0,0.02
2008.0,0.0,0.0,0.56,0.0
2014.0,0.28,0.23,0.0,0.04
2008.0,0.48,0.04,0.0,0.04
2013.0,0.18,0.09,0.22,0.06
2009.0,0.27,0.23,0.0,0.06
2010.0,0.24,0.26,0.0,0.06
2001.0,0.27,0.21,0.0,0.07
2006.0,0.37,0.02,0.14,0.03
2010.0,0.5,0.02,0.0,0.03
2006.0,0.51,0.0,0.0,0.04
2001.0,0.27,0.21,0.0,0.07
2007.0,0.18,0.36,0.0,0.02
2006.0,0.42,0.12,0.0,0.01
2011.0,0.39,0.08,0.02,0.06
2011.0,0.37,0.14,0.0,0.05
1998.0,0.27,0.18,0.06,0.04
2015.0,0.15,0.2,0.14,0.07
1999.0,0.31,0.21,0.0,0.04
2010.0,0.41,0.11,0.0,0.04
2014.0,0.35,0.16,0.0,0.05
2001.0,0.27,0.21,0.0,0.07
2005.0,0.34,0.01,0.15,0.06
2013.0,0.35,0.13,0.0,0.08
2006.0,0.42,0.11,0.0,0.02
1994.0,0.0,0.0,0.55,0.0
2010.0,0.22,0.28,0.0,0.05
2012.0,0.24,0.22,0.0,0.09
2002.0,0.4,0.13,0.0,0.02
1996.0,0.0,0.0,0.52,0.04
2005.0,0.0,0.0,0.55,0.0
2009.0,0.3,0.17,0.0,0.07
1982.0,0.52,0.03,0.0,0.01
2001.0,0.31,0.21,0.0,0.04
2009.0,0.52,0.0,0.0,0.04
1999.0,0.31,0.21,0.0,0.04
1996.0,0.0,0.0,0.55,0.0
2016.0,0.0,0.0,0.55,0.0
2001.0,0.21,0.16,0.12,0.05
2001.0,0.27,0.21,0.0,0.07
2012.0,0.29,0.15,0.04,0.07
2010.0,0.32,0.16,0.03,0.05
2007.0,0.47,0.04,0.0,0.04
2007.0,0.18,0.27,0.0,0.1
2008.0,0.33,0.22,0.0,0.0
2014.0,0.17,0.33,0.0,0.05
2004.0,0.0,0.0,0.55,0.0
2007.0,0.5,0.01,0.0,0.05
2008.0,0.51,0.0,0.0,0.04
2008.0,0.51,0.0,0.0,0.04
2002.0,0.34,0.18,0.0,0.02
2002.0,0.22,0.08,0.24,0.01
2000.0,0.31,0.21,0.0,0.04
2014.0,0.2,0.25,0.02,0.09
1996.0,0.31,0.21,0.0,0.04
1999.0,0.0,0.0,0.51,0.04
1997.0,0.0,0.0,0.55,0.0
2004.0,0.4,0.13,0.0,0.02
2002.0,0.0,0.0,0.55,0.0
2010.0,0.18,0.21,0.07,0.08
2001.0,0.39,0.15,0.0,0.01
1998.0,0.0,0.0,0.55,0.0
2010.0,0.3,0.19,0.0,0.05
2012.0,0.31,0.0,0.21,0.03
2008.0,0.49,0.02,0.0,0.04
2003.0,0.39,0.15,0.0,0.01
2010.0,0.11,0.05,0.36,0.02
1995.0,0.29,0.2,0.02,0.04
2002.0,0.39,0.14,0.0,0.02
2005.0,0.45,0.02,0.0,0.07
2010.0,0.22,0.24,0.03,0.05
2008.0,0.51,0.0,0.0,0.04
2003.0,0.27,0.21,0.0,0.07
1996.0,0.3,0.21,0.0,0.04
2004.0,0.4,0.12,0.0,0.02
2006.0,0.26,0.08,0.13,0.07
2014.0,0.12,0.32,0.0,0.1
2008.0,0.36,0.0,0.0,0.19
2008.0,0.0,0.06,0.0,0.48
2007.0,0.49,0.02,0.0,0.04
2009.0,0.46,0.03,0.01,0.05
2004.0,0.4,0.12,0.0,0.02
2006.0,0.16,0.35,0.0,0.04
2000.0,0.0,0.0,0.54,0.0
1999.0,0.0,0.0,0.54,0.0
2006.0,0.4,0.03,0.08,0.04
2009.0,0.29,0.17,0.04,0.05
2008.0,0.07,0.4,0.0,0.07
2003.0,0.42,0.11,0.0,0.02
2010.0,0.11,0.27,0.02,0.14
2005.0,0.27,0.21,0.0,0.07
2011.0,0.4,0.08,0.03,0.04
2012.0,0.08,0.33,0.01,0.11
2011.0,0.25,0.2,0.0,0.08
2003.0,0.14,0.11,0.25,0.04
2003.0,0.39,0.14,0.0,0.01
2015.0,0.15,0.3,0.0,0.09
2008.0,0.0,0.14,0.38,0.02
2010.0,0.0,0.0,0.54,0.0
2015.0,0.29,0.21,0.0,0.05
2015.0,0.13,0.24,0.1,0.07
2007.0,0.25,0.23,0.0,0.06
2004.0,0.26,0.21,0.0,0.07
2010.0,0.42,0.09,0.0,0.04
,0.43,0.1,0.0,0.02
1982.0,0.5,0.03,0.0,0.01
1999.0,0.43,0.1,0.0,0.01
1998.0,0.11,0.39,0.0,0.03
2011.0,0.0,0.0,0.54,0.0
2011.0,0.39,0.1,0.01,0.04
2013.0,0.21,0.13,0.13,0.06
1998.0,0.09,0.06,0.35,0.04
2005.0,0.29,0.08,0.16,0.01
2002.0,0.0,0.0,0.54,0.0
2008.0,0.24,0.23,0.0,0.06
1999.0,0.0,0.0,0.5,0.04
2013.0,0.4,0.1,0.0,0.04
2010.0,0.12,0.16,0.18,0.09
2014.0,0.28,0.21,0.0,0.05
2012.0,0.51,0.0,0.0,0.03
2008.0,0.33,0.03,0.15,0.03
2009.0,0.13,0.29,0.01,0.11
2011.0,0.22,0.23,0.0,0.09
2004.0,0.39,0.14,0.0,0.01
2010.0,0.32,0.17,0.0,0.05
2001.0,0.42,0.11,0.0,0.01
2009.0,0.35,0.14,0.0,0.05
2004.0,0.46,0.06,0.0,0.02
2008.0,0.42,0.08,0.0,0.04
2006.0,0.39,0.01,0.1,0.04
2004.0,0.0,0.0,0.54,0.0
2003.0,0.26,0.21,0.0,0.07
2011.0,0.0,0.05,0.48,0.0
2006.0,0.45,0.02,0.0,0.07
2001.0,0.3,0.2,0.0,0.04
2016.0,0.14,0.32,0.0,0.08
2012.0,0.32,0.17,0.0,0.04
1982.0,0.5,0.03,0.0,0.01
2008.0,0.04,0.01,0.48,0.0
2003.0,0.26,0.2,0.0,0.07
2003.0,0.26,0.2,0.0,0.07
2008.0,0.22,0.05,0.24,0.03
,0.41,0.11,0.0,0.01
2005.0,0.26,0.2,0.0,0.07
2015.0,0.13,0.37,0.0,0.04
1998.0,0.0,0.0,0.53,0.0
2009.0,0.21,0.27,0.0,0.05
2001.0,0.26,0.2,0.0,0.07
1996.0,0.07,0.05,0.38,0.03
2005.0,0.45,0.02,0.0,0.07
2008.0,0.49,0.0,0.0,0.04
2004.0,0.26,0.2,0.0,0.07
2013.0,0.25,0.07,0.17,0.05
2010.0,0.15,0.07,0.27,0.05
2003.0,0.26,0.2,0.0,0.07
2004.0,0.38,0.14,0.0,0.01
2004.0,0.44,0.02,0.0,0.07
2000.0,0.3,0.2,0.0,0.03
2004.0,0.26,0.2,0.0,0.07
2004.0,0.4,0.11,0.0,0.02
2006.0,0.18,0.0,0.33,0.02
2009.0,0.26,0.21,0.0,0.06
2003.0,0.26,0.2,0.0,0.07
1999.0,0.3,0.2,0.0,0.03
2008.0,0.26,0.2,0.0,0.07
2004.0,0.4,0.11,0.0,0.02
1996.0,0.3,0.2,0.0,0.03
2015.0,0.28,0.19,0.02,0.04
2011.0,0.39,0.1,0.0,0.04
1993.0,0.0,0.0,0.53,0.0
1994.0,0.0,0.0,0.53,0.0
1993.0,0.0,0.0,0.53,0.0
2005.0,0.34,0.17,0.0,0.02
2010.0,0.09,0.32,0.0,0.12
2015.0,0.23,0.14,0.12,0.04
2005.0,0.32,0.19,0.0,0.01
2011.0,0.12,0.26,0.02,0.14
2005.0,0.32,0.19,0.0,0.02
2011.0,0.16,0.28,0.0,0.09
2004.0,0.26,0.2,0.0,0.07
2002.0,0.31,0.19,0.0,0.03
2005.0,0.26,0.2,0.0,0.07
2012.0,0.2,0.27,0.02,0.05
2000.0,0.43,0.09,0.0,0.01
2008.0,0.48,0.0,0.0,0.04
2007.0,0.35,0.1,0.0,0.08
2004.0,0.41,0.11,0.0,0.01
2010.0,0.27,0.21,0.0,0.05
2010.0,0.5,0.0,0.0,0.03
1997.0,0.0,0.0,0.49,0.03
2011.0,0.23,0.2,0.01,0.08
2009.0,0.32,0.15,0.0,0.05
2010.0,0.28,0.2,0.0,0.05
2007.0,0.17,0.26,0.0,0.1
2007.0,0.48,0.0,0.0,0.04
2009.0,0.08,0.29,0.0,0.16
2001.0,0.26,0.2,0.0,0.07
2002.0,0.41,0.11,0.0,0.01
2005.0,0.26,0.2,0.0,0.07
2005.0,0.44,0.02,0.0,0.07
2013.0,0.2,0.2,0.0,0.13
1994.0,0.0,0.0,0.53,0.0
2008.0,0.48,0.01,0.0,0.04
2013.0,0.28,0.17,0.0,0.08
2009.0,0.3,0.03,0.16,0.03
2014.0,0.35,0.13,0.0,0.05
2007.0,0.22,0.16,0.04,0.1
1999.0,0.49,0.03,0.0,0.0
1996.0,0.49,0.03,0.0,0.0
2000.0,0.0,0.0,0.49,0.03
2003.0,0.26,0.2,0.0,0.07
2005.0,0.24,0.09,0.19,0.01
1999.0,0.0,0.0,0.52,0.0
2008.0,0.47,0.01,0.0,0.04
1999.0,0.29,0.2,0.0,0.03
2006.0,0.46,0.01,0.02,0.04
2006.0,0.0,0.0,0.52,0.0
2008.0,0.37,0.11,0.0,0.04
2009.0,0.09,0.37,0.0,0.07
2009.0,0.45,0.04,0.0,0.04
2006.0,0.46,0.02,0.0,0.05
2007.0,0.13,0.0,0.0,0.39
2001.0,0.29,0.2,0.0,0.03
2007.0,0.47,0.0,0.0,0.04
2001.0,0.29,0.2,0.0,0.03
2009.0,0.44,0.04,0.0,0.04
2002.0,0.18,0.14,0.16,0.05
2005.0,0.26,0.2,0.0,0.07
2002.0,0.39,0.11,0.0,0.02
2008.0,0.18,0.08,0.22,0.04
2008.0,0.46,0.0,0.02,0.04
2011.0,0.35,0.12,0.0,0.06
2000.0,0.29,0.2,0.0,0.03
1993.0,0.28,0.07,0.16,0.01
1999.0,0.29,0.2,0.0,0.03
2014.0,0.15,0.07,0.28,0.02
1998.0,0.12,0.08,0.28,0.03
2008.0,0.17,0.29,0.0,0.06
2009.0,0.23,0.24,0.0,0.05
2012.0,0.26,0.15,0.01,0.1
2007.0,0.09,0.32,0.0,0.11
2010.0,0.46,0.02,0.0,0.03
2008.0,0.21,0.21,0.0,0.09
2000.0,0.17,0.13,0.18,0.04
2003.0,0.0,0.0,0.52,0.0
2006.0,0.25,0.19,0.02,0.06
2007.0,0.44,0.04,0.0,0.04
2003.0,0.25,0.2,0.0,0.07
2005.0,0.38,0.12,0.0,0.02
2005.0,0.37,0.14,0.0,0.01
2007.0,0.36,0.04,0.08,0.04
2006.0,0.47,0.0,0.01,0.04
2005.0,0.25,0.2,0.0,0.07
1999.0,0.1,0.07,0.31,0.03
2006.0,0.0,0.0,0.52,0.0
2005.0,0.25,0.2,0.0,0.07
2002.0,0.37,0.14,0.0,0.01
2004.0,0.37,0.14,0.0,0.01
2007.0,0.48,0.0,0.0,0.04
1999.0,0.17,0.11,0.2,0.03
2006.0,0.46,0.05,0.0,0.0
2008.0,0.35,0.12,0.0,0.05
2002.0,0.38,0.11,0.0,0.02
2001.0,0.29,0.19,0.0,0.03
2002.0,0.25,0.2,0.0,0.07
2007.0,0.46,0.02,0.0,0.04
2002.0,0.13,0.1,0.25,0.03
2009.0,0.0,0.46,0.0,0.06
2013.0,0.29,0.17,0.01,0.04
,0.48,0.03,0.0,0.01
2001.0,0.25,0.2,0.0,0.07
2014.0,0.34,0.13,0.0,0.04
2010.0,0.13,0.07,0.27,0.05
2010.0,0.17,0.25,0.0,0.09
1996.0,0.08,0.05,0.35,0.03
2009.0,0.35,0.12,0.0,0.04
2002.0,0.25,0.2,0.0,0.07
2015.0,0.18,0.29,0.0,0.04
2012.0,0.29,0.18,0.0,0.04
2009.0,0.12,0.2,0.07,0.12
2009.0,0.26,0.21,0.0,0.05
2014.0,0.17,0.23,0.02,0.09
2009.0,0.12,0.27,0.06,0.05
2011.0,0.25,0.21,0.0,0.05
2008.0,0.0,0.0,0.51,0.0
2003.0,0.4,0.1,0.0,0.01
2003.0,0.0,0.0,0.51,0.0
2000.0,0.25,0.2,0.0,0.07
1997.0,0.28,0.19,0.0,0.03
2006.0,0.47,0.0,0.0,0.04
2008.0,0.46,0.01,0.0,0.04
2007.0,0.28,0.03,0.17,0.03
2004.0,0.18,0.01,0.3,0.02
2005.0,0.37,0.14,0.0,0.01
2009.0,0.36,0.09,0.02,0.04
1999.0,0.41,0.09,0.0,0.01
1985.0,0.0,0.0,0.51,0.0
1999.0,0.01,0.26,0.22,0.02
2010.0,0.47,0.0,0.0,0.04
2009.0,0.33,0.13,0.0,0.05
2010.0,0.24,0.19,0.0,0.08
2006.0,0.45,0.02,0.0,0.04
2008.0,0.19,0.23,0.0,0.09
2003.0,0.44,0.04,0.0,0.02
1996.0,0.0,0.0,0.48,0.03
2002.0,0.37,0.14,0.0,0.01
2006.0,0.44,0.03,0.0,0.04
2006.0,0.15,0.12,0.2,0.04
2010.0,0.18,0.22,0.02,0.09
2008.0,0.32,0.04,0.11,0.04
2007.0,0.08,0.28,0.0,0.15
2015.0,0.3,0.16,0.0,0.05
2007.0,0.17,0.02,0.3,0.02
2007.0,0.36,0.03,0.07,0.04
2006.0,0.42,0.02,0.0,0.07
2009.0,0.18,0.21,0.0,0.12
2016.0,0.27,0.19,0.01,0.04
2010.0,0.47,0.01,0.0,0.03
2004.0,0.37,0.11,0.0,0.02
2007.0,0.25,0.19,0.0,0.06
2000.0,0.0,0.0,0.51,0.0
2006.0,0.42,0.05,0.0,0.04
2015.0,0.18,0.24,0.0,0.08
2008.0,0.0,0.42,0.0,0.09
2004.0,0.36,0.13,0.0,0.01
2012.0,0.26,0.19,0.0,0.06
2007.0,0.46,0.01,0.0,0.04
2004.0,0.37,0.11,0.0,0.02
2004.0,0.25,0.19,0.0,0.06
1988.0,0.47,0.03,0.0,0.01
2005.0,0.22,0.17,0.05,0.06
2015.0,0.29,0.17,0.0,0.05
2014.0,0.14,0.25,0.02,0.09
2002.0,0.25,0.19,0.0,0.06
2009.0,0.12,0.33,0.0,0.06
1997.0,0.28,0.19,0.0,0.03
2004.0,0.36,0.13,0.0,0.01
2012.0,0.1,0.35,0.0,0.06
2008.0,0.45,0.01,0.0,0.04
2006.0,0.42,0.02,0.0,0.07
2003.0,0.25,0.19,0.0,0.06
,0.23,0.21,0.01,0.05
1983.0,0.47,0.03,0.0,0.01
2011.0,0.27,0.15,0.04,0.04
2011.0,0.1,0.34,0.0,0.07
2006.0,0.31,0.12,0.0,0.07
2003.0,0.42,0.06,0.0,0.02
2009.0,0.22,0.12,0.11,0.05
2011.0,0.0,0.0,0.5,0.0
2005.0,0.14,0.02,0.32,0.02
2006.0,0.39,0.1,0.0,0.01
2001.0,0.28,0.19,0.0,0.03
2001.0,0.25,0.19,0.0,0.06
2006.0,0.25,0.19,0.0,0.06
2008.0,0.25,0.19,0.0,0.06
1982.0,0.47,0.03,0.0,0.01
2002.0,0.25,0.19,0.0,0.06
2008.0,0.25,0.19,0.0,0.06
2015.0,0.27,0.19,0.0,0.04
2014.0,0.2,0.26,0.0,0.04
2010.0,0.34,0.12,0.0,0.04
2007.0,0.43,0.03,0.0,0.04
2012.0,0.22,0.07,0.18,0.02
2011.0,0.27,0.11,0.07,0.05
2006.0,0.46,0.0,0.0,0.04
2000.0,0.4,0.09,0.0,0.01
2007.0,0.46,0.01,0.0,0.04
2002.0,0.24,0.19,0.0,0.06
2001.0,0.13,0.05,0.31,0.01
2011.0,0.27,0.04,0.17,0.02
2004.0,0.0,0.0,0.5,0.0
2010.0,0.27,0.18,0.0,0.05
2007.0,0.45,0.01,0.0,0.04
2004.0,0.41,0.02,0.03,0.04
1995.0,0.28,0.19,0.0,0.03
2004.0,0.3,0.1,0.08,0.02
1997.0,0.11,0.07,0.29,0.03
2013.0,0.11,0.25,0.01,0.13
2002.0,0.24,0.19,0.0,0.06
2009.0,0.2,0.22,0.0,0.08
2004.0,0.24,0.19,0.0,0.06
2013.0,0.29,0.16,0.0,0.04
2010.0,0.41,0.02,0.0,0.07
2012.0,0.47,0.0,0.0,0.03
2014.0,0.22,0.24,0.0,0.04
2008.0,0.46,0.0,0.0,0.04
2004.0,0.11,0.08,0.28,0.03
2011.0,0.28,0.17,0.0,0.05
2009.0,0.29,0.16,0.0,0.05
2004.0,0.38,0.1,0.0,0.01
2003.0,0.24,0.19,0.0,0.06
1996.0,0.0,0.0,0.5,0.0
2008.0,0.09,0.07,0.32,0.03
2005.0,0.24,0.19,0.0,0.06
2001.0,0.36,0.13,0.0,0.01
2008.0,0.0,0.0,0.5,0.0
1996.0,0.0,0.0,0.46,0.03
2007.0,0.41,0.02,0.0,0.07
2005.0,0.41,0.01,0.0,0.07
2012.0,0.21,0.2,0.0,0.08
2002.0,0.24,0.19,0.0,0.06
2014.0,0.25,0.2,0.01,0.04
1982.0,0.46,0.03,0.0,0.01
2007.0,0.24,0.19,0.0,0.06
1981.0,0.46,0.03,0.0,0.01
1982.0,0.46,0.03,0.0,0.01
2011.0,0.19,0.15,0.12,0.03
2007.0,0.46,0.0,0.0,0.04
2011.0,0.3,0.12,0.03,0.04
2011.0,0.16,0.17,0.13,0.03
2011.0,0.26,0.15,0.05,0.04
2006.0,0.44,0.02,0.0,0.04
2004.0,0.35,0.13,0.0,0.01
2011.0,0.21,0.2,0.0,0.08
1980.0,0.46,0.03,0.0,0.01
2015.0,0.0,0.0,0.49,0.0
2014.0,0.09,0.29,0.0,0.11
2005.0,0.41,0.01,0.0,0.07
2010.0,0.2,0.23,0.01,0.05
2012.0,0.31,0.13,0.02,0.04
2002.0,0.38,0.1,0.0,0.01
2013.0,0.24,0.15,0.07,0.03
2003.0,0.35,0.13,0.0,0.01
2004.0,0.34,0.13,0.0,0.02
2008.0,0.45,0.0,0.0,0.03
2006.0,0.45,0.0,0.0,0.04
2003.0,0.35,0.13,0.0,0.01
2005.0,0.12,0.1,0.24,0.03
2008.0,0.12,0.31,0.0,0.06
2006.0,0.0,0.0,0.49,0.0
1993.0,0.0,0.0,0.49,0.0
2006.0,0.37,0.11,0.0,0.02
2009.0,0.24,0.2,0.0,0.05
2014.0,0.18,0.12,0.16,0.03
1997.0,0.16,0.3,0.0,0.03
2008.0,0.24,0.18,0.03,0.05
2010.0,0.42,0.02,0.02,0.03
2010.0,0.2,0.23,0.0,0.07
2012.0,0.28,0.17,0.0,0.04
1997.0,0.0,0.0,0.49,0.0
2013.0,0.07,0.26,0.09,0.07
2004.0,0.24,0.19,0.0,0.06
2009.0,0.0,0.15,0.0,0.33
2003.0,0.24,0.19,0.0,0.06
2012.0,0.36,0.04,0.04,0.04
2013.0,0.28,0.17,0.0,0.04
2003.0,0.0,0.0,0.49,0.0
2008.0,0.14,0.3,0.0,0.05
2001.0,0.0,0.0,0.46,0.03
2009.0,0.25,0.01,0.0,0.22
2008.0,0.0,0.47,0.0,0.02
2008.0,0.0,0.45,0.0,0.03
2001.0,0.36,0.09,0.02,0.01
2003.0,0.24,0.19,0.0,0.06
2014.0,0.07,0.31,0.02,0.08
2002.0,0.36,0.11,0.0,0.02
2009.0,0.45,0.0,0.0,0.03
1999.0,0.27,0.18,0.0,0.03
2008.0,0.08,0.35,0.0,0.06
2011.0,0.27,0.16,0.02,0.04
2001.0,0.0,0.0,0.49,0.0
2011.0,0.31,0.1,0.05,0.03
2005.0,0.07,0.05,0.35,0.02
1995.0,0.0,0.0,0.49,0.0
2007.0,0.42,0.02,0.0,0.04
