Year,Publisher,Global_Sales
2008.0,Ubisoft,0.87
2005.0,Electronic Arts,0.87
2009.0,Disney Interactive Studios,0.87
2009.0,Warner Bros. Interactive Entertainment,0.87
2002.0,SCi,0.87
2002.0,Electronic Arts,0.87
2000.0,Crave Entertainment,0.87
2006.0,Sony Computer Entertainment,0.87
2007.0,Tecmo Koei,0.87
2010.0,Activision,0.87
1982.0,Quelle,0.87
2012.0,Namco Bandai Games,0.87
2007.0,Sony Computer Entertainment,0.87
2015.0,"mixi, Inc",0.86
2007.0,Eidos Interactive,0.86
2006.0,Konami Digital Entertainment,0.86
2012.0,THQ,0.86
2009.0,Sony Computer Entertainment,0.86
2007.0,Square Enix,0.86
,Warner Bros. Interactive Entertainment,0.86
2002.0,Rage Software,0.86
2015.0,Square Enix,0.86
2001.0,Empire Interactive,0.86
1997.0,Electronic Arts,0.86
1998.0,Sony Computer Entertainment,0.86
2008.0,Atari,0.86
,Warner Bros. Interactive Entertainment,0.86
2008.0,Nintendo,0.86
2010.0,Electronic Arts,0.86
2003.0,Tecmo Koei,0.86
2009.0,Ubisoft Annecy,0.86
2014.0,Microsoft Game Studios,0.85
2009.0,Electronic Arts,0.85
2007.0,Electronic Arts,0.85
1999.0,3DO,0.85
2009.0,Electronic Arts,0.85
2008.0,Electronic Arts,0.85
2007.0,Take-Two Interactive,0.85
2016.0,Ubisoft,0.85
1996.0,Virgin Interactive,0.85
2004.0,Electronic Arts,0.85
2010.0,Electronic Arts,0.85
2007.0,Ubisoft,0.85
1989.0,Konami Digital Entertainment,0.85
2007.0,Electronic Arts,0.85
1997.0,GT Interactive,0.85
2005.0,Electronic Arts,0.85
2014.0,Take-Two Interactive,0.85
2016.0,Activision,0.85
2007.0,THQ,0.85
1995.0,Sony Computer Entertainment,0.85
2002.0,Acclaim Entertainment,0.85
2016.0,Nintendo,0.85
2000.0,Virgin Interactive,0.85
2010.0,Konami Digital Entertainment,0.85
2012.0,505 Games,0.85
2014.0,Square Enix,0.84
2004.0,Activision,0.84
2010.0,Nintendo,0.84
2010.0,Electronic Arts,0.84
2012.0,Capcom,0.84
2016.0,Sony Computer Entertainment,0.84
2009.0,Take-Two Interactive,0.84
2015.0,Nintendo,0.84
2008.0,Ubisoft,0.84
2004.0,THQ,0.84
2010.0,Electronic Arts,0.84
2011.0,Electronic Arts,0.84
2003.0,Acclaim Entertainment,0.84
2007.0,Rising Star Games,0.84
1987.0,SquareSoft,0.84
2012.0,Capcom,0.84
2001.0,THQ,0.84
2011.0,Take-Two Interactive,0.84
2002.0,Empire Interactive,0.84
2015.0,Take-Two Interactive,0.84
2005.0,Sony Computer Entertainment,0.84
2004.0,Sega,0.84
2004.0,Nintendo,0.84
2014.0,Electronic Arts,0.84
2007.0,Namco Bandai Games,0.84
2007.0,D3Publisher,0.84
2013.0,Electronic Arts,0.84
1999.0,Atari,0.84
2008.0,THQ,0.83
1999.0,Sony Computer Entertainment,0.83
2000.0,THQ,0.83
2008.0,Ubisoft,0.83
,Unknown,0.83
2004.0,Disney Interactive Studios,0.83
2014.0,Take-Two Interactive,0.83
2000.0,Electronic Arts,0.83
2003.0,Microsoft Game Studios,0.83
2012.0,Microsoft Game Studios,0.83
2000.0,Konami Digital Entertainment,0.83
1998.0,Unknown,0.83
1997.0,Capcom,0.83
2011.0,Electronic Arts,0.83
2005.0,Sony Computer Entertainment,0.83
2008.0,Ubisoft,0.83
2008.0,Take-Two Interactive,0.83
,Unknown,0.83
2007.0,Scholastic Inc.,0.83
2012.0,Activision,0.83
2010.0,Namco Bandai Games,0.83
1998.0,Sony Computer Entertainment,0.83
1996.0,Interplay,0.83
2009.0,Hudson Soft,0.82
2002.0,Electronic Arts,0.82
2016.0,Electronic Arts,0.82
2005.0,Activision,0.82
2001.0,Activision,0.82
2006.0,Activision,0.82
2009.0,LucasArts,0.82
2010.0,Activision,0.82
2016.0,Capcom,0.82
2002.0,Electronic Arts,0.82
1984.0,Nintendo,0.82
1996.0,Nintendo,0.82
2001.0,Microsoft Game Studios,0.82
1981.0,Mystique,0.82
2005.0,Sony Computer Entertainment,0.82
2013.0,Capcom,0.82
2011.0,Namco Bandai Games,0.82
2002.0,THQ,0.82
2010.0,Activision,0.82
2010.0,Electronic Arts,0.82
2015.0,Electronic Arts,0.82
2007.0,Midway Games,0.82
2008.0,Ubisoft,0.82
2008.0,Atlus,0.82
2008.0,Sony Computer Entertainment,0.82
,Ubisoft,0.82
2013.0,Electronic Arts,0.82
2012.0,Sony Computer Entertainment,0.82
2000.0,Enix Corporation,0.81
2006.0,Disney Interactive Studios,0.81
2000.0,Midway Games,0.81
1994.0,ChunSoft,0.81
2007.0,Sony Computer Entertainment,0.81
2000.0,Namco Bandai Games,0.81
1994.0,Hudson Soft,0.81
2000.0,Electronic Arts,0.81
2010.0,Electronic Arts,0.81
2004.0,Nintendo,0.81
1999.0,Konami Digital Entertainment,0.81
2015.0,Activision,0.81
1999.0,Enix Corporation,0.81
2011.0,Unknown,0.81
2009.0,Konami Digital Entertainment,0.81
1999.0,3DO,0.81
1987.0,Capcom,0.81
2004.0,Ubisoft,0.81
2014.0,Warner Bros. Interactive Entertainment,0.81
1994.0,Nintendo,0.81
2009.0,Codemasters,0.81
2012.0,Level 5,0.81
1998.0,Atari,0.81
2015.0,Warner Bros. Interactive Entertainment,0.81
2009.0,Electronic Arts,0.81
2008.0,Koch Media,0.81
1998.0,Konami Digital Entertainment,0.81
2007.0,Square Enix,0.81
2005.0,Electronic Arts,0.81
2009.0,Activision,0.81
2013.0,Electronic Arts,0.8
2009.0,Sega,0.8
2011.0,Electronic Arts,0.8
2000.0,Eidos Interactive,0.8
2005.0,Sega,0.8
2003.0,LucasArts,0.8
2011.0,Ubisoft,0.8
1997.0,Electronic Arts,0.8
2004.0,Eidos Interactive,0.8
2006.0,Electronic Arts,0.8
1999.0,Square EA,0.8
2013.0,Sega,0.8
2009.0,Konami Digital Entertainment,0.8
2012.0,Activision,0.8
2010.0,Sega,0.8
2011.0,Activision,0.8
2015.0,Take-Two Interactive,0.8
2008.0,THQ,0.8
2007.0,Electronic Arts,0.8
2004.0,Ubisoft,0.8
2012.0,Capcom,0.8
2012.0,THQ,0.8
2013.0,Capcom,0.8
2007.0,Ubisoft,0.8
2000.0,Banpresto,0.8
,Konami Digital Entertainment,0.8
2002.0,Electronic Arts,0.8
2010.0,LucasArts,0.8
2009.0,Activision,0.8
2013.0,Nintendo,0.8
2002.0,Namco Bandai Games,0.8
1993.0,Nintendo,0.8
2011.0,City Interactive,0.8
2009.0,Electronic Arts,0.79
2010.0,Konami Digital Entertainment,0.79
1981.0,20th Century Fox Video Games,0.79
2006.0,Atari,0.79
2012.0,Avanquest Software,0.79
2011.0,Ubisoft,0.79
2008.0,Activision,0.79
1994.0,Sony Computer Entertainment,0.79
2007.0,Square Enix,0.79
2003.0,Ubisoft,0.79
1997.0,Hudson Entertainment,0.79
2009.0,Sony Computer Entertainment,0.79
2001.0,Take-Two Interactive,0.79
2009.0,Electronic Arts,0.79
2008.0,LucasArts,0.79
1999.0,Electronic Arts,0.79
1992.0,Capcom,0.79
2009.0,Square Enix,0.79
2007.0,Konami Digital Entertainment,0.79
2000.0,Ubisoft,0.79
2014.0,Square Enix,0.79
2007.0,Sega,0.79
2013.0,Deep Silver,0.79
2007.0,THQ,0.79
1998.0,Nintendo,0.79
2011.0,Electronic Arts,0.79
2008.0,Microsoft Game Studios,0.79
2008.0,Take-Two Interactive,0.79
2007.0,Electronic Arts,0.79
2003.0,Electronic Arts,0.79
2008.0,Nintendo,0.79
2010.0,Namco Bandai Games,0.79
2011.0,Nintendo,0.79
2013.0,Nintendo,0.78
2006.0,Ubisoft,0.78
1982.0,Atari,0.78
2008.0,Microsoft Game Studios,0.78
2002.0,Vivendi Games,0.78
2006.0,Nintendo,0.78
1992.0,Virgin Interactive,0.78
1994.0,Infogrames,0.78
2007.0,Sony Computer Entertainment,0.78
2009.0,Ubisoft,0.78
2008.0,THQ,0.78
2009.0,Nordic Games,0.78
1999.0,Capcom,0.78
2012.0,Sony Computer Entertainment,0.78
1997.0,Electronic Arts,0.78
2010.0,Nintendo,0.78
2015.0,Konami Digital Entertainment,0.78
2006.0,THQ,0.78
2009.0,LucasArts,0.78
2011.0,THQ,0.78
2012.0,Capcom,0.78
2006.0,Take-Two Interactive,0.78
2008.0,Electronic Arts,0.78
2010.0,Disney Interactive Studios,0.78
1993.0,ChunSoft,0.78
1983.0,Atari,0.78
2002.0,Electronic Arts,0.78
2008.0,Microsoft Game Studios,0.78
1998.0,Sony Computer Entertainment,0.78
2009.0,Ubisoft,0.78
2009.0,Electronic Arts,0.77
2009.0,Activision,0.77
2005.0,Microsoft Game Studios,0.77
1982.0,Atari,0.77
1996.0,Electronic Arts,0.77
2000.0,Interplay,0.77
2013.0,Electronic Arts,0.77
1981.0,Men-A-Vision,0.77
2008.0,Electronic Arts,0.77
2011.0,Take-Two Interactive,0.77
2014.0,Sony Computer Entertainment,0.77
2005.0,Electronic Arts,0.77
1980.0,Activision,0.77
1999.0,Electronic Arts,0.77
2009.0,Namco Bandai Games,0.77
1983.0,Atari,0.77
2001.0,THQ,0.77
1999.0,Enix Corporation,0.77
2002.0,THQ,0.77
2008.0,Nobilis,0.77
2012.0,Warner Bros. Interactive Entertainment,0.77
2005.0,Sony Computer Entertainment,0.77
2003.0,SCi,0.77
2001.0,Capcom,0.77
2004.0,Nintendo,0.77
2005.0,Nintendo,0.77
2002.0,Acclaim Entertainment,0.77
2002.0,Atari,0.77
2003.0,Activision Value,0.76
2008.0,Sega,0.76
1996.0,Psygnosis,0.76
2014.0,Electronic Arts,0.76
2010.0,Ubisoft,0.76
2011.0,Electronic Arts,0.76
2004.0,Atari,0.76
2005.0,LucasArts,0.76
2003.0,Gotham Games,0.76
1995.0,Virgin Interactive,0.76
2012.0,Warner Bros. Interactive Entertainment,0.76
1998.0,Konami Digital Entertainment,0.76
2010.0,Capcom,0.76
2012.0,Namco Bandai Games,0.76
2011.0,Valve Software,0.76
2005.0,Sega,0.76
2014.0,Konami Digital Entertainment,0.76
2009.0,THQ,0.76
2009.0,Electronic Arts,0.76
1988.0,SquareSoft,0.76
2001.0,Activision,0.76
2002.0,Namco Bandai Games,0.76
2005.0,Capcom,0.76
2004.0,Sony Computer Entertainment,0.76
2010.0,Electronic Arts,0.76
2009.0,Big Ben Interactive,0.76
2007.0,Eidos Interactive,0.76
2011.0,Ubisoft,0.76
2004.0,Midway Games,0.76
2009.0,Capcom,0.76
2004.0,Disney Interactive Studios,0.76
2014.0,Electronic Arts,0.76
2002.0,Capcom,0.76
2009.0,Electronic Arts,0.76
2007.0,Eidos Interactive,0.76
2014.0,Namco Bandai Games,0.76
2005.0,Activision,0.76
2001.0,Acclaim Entertainment,0.76
2006.0,Take-Two Interactive,0.76
2010.0,Electronic Arts,0.76
2006.0,Sony Computer Entertainment,0.76
2008.0,Rising Star Games,0.76
1991.0,SquareSoft,0.76
2013.0,Sega,0.76
2015.0,Microsoft Game Studios,0.75
2007.0,Disney Interactive Studios,0.75
2008.0,THQ,0.75
2008.0,THQ,0.75
2009.0,Activision,0.75
2000.0,Capcom,0.75
2013.0,Sony Computer Entertainment Europe,0.75
2010.0,Activision,0.75
2009.0,Electronic Arts,0.75
2009.0,THQ,0.75
2008.0,Touchstone,0.75
2012.0,Activision,0.75
2004.0,Activision,0.75
1997.0,GT Interactive,0.75
2012.0,Activision,0.75
2001.0,Konami Digital Entertainment,0.75
2009.0,THQ,0.75
1997.0,Virgin Interactive,0.75
2005.0,Electronic Arts,0.75
2005.0,Konami Digital Entertainment,0.75
2004.0,Activision,0.75
2008.0,Atari,0.75
2009.0,Activision,0.75
2008.0,Activision,0.75
2010.0,Disney Interactive Studios,0.75
2001.0,Capcom,0.75
2006.0,Electronic Arts,0.75
2014.0,Ubisoft,0.75
2014.0,Take-Two Interactive,0.75
2014.0,Sony Computer Entertainment,0.75
2009.0,Activision,0.75
2008.0,Sega,0.75
2012.0,Avanquest Software,0.75
2011.0,Namco Bandai Games,0.74
2006.0,Nintendo,0.74
2001.0,Sony Computer Entertainment,0.74
2010.0,Sega,0.74
2001.0,Acclaim Entertainment,0.74
2007.0,Ubisoft,0.74
2011.0,Square Enix,0.74
2012.0,Warner Bros. Interactive Entertainment,0.74
2006.0,Midway Games,0.74
2015.0,Nintendo,0.74
2001.0,Konami Digital Entertainment,0.74
2011.0,Bethesda Softworks,0.74
2013.0,Warner Bros. Interactive Entertainment,0.74
2010.0,Activision,0.74
,Unknown,0.74
2007.0,Atari,0.74
2005.0,Take-Two Interactive,0.74
2011.0,Electronic Arts,0.74
2002.0,Electronic Arts,0.74
2001.0,Electronic Arts,0.74
2009.0,Activision,0.74
1999.0,Sony Computer Entertainment,0.74
2012.0,Namco Bandai Games,0.74
2002.0,Atari,0.74
,Unknown,0.74
2007.0,Disney Interactive Studios,0.74
2007.0,Electronic Arts,0.74
2012.0,Atlus,0.74
2003.0,Nintendo,0.74
2007.0,Rising Star Games,0.74
2010.0,Square Enix,0.73
2007.0,Electronic Arts,0.73
1997.0,Electronic Arts,0.73
1993.0,Namco Bandai Games,0.73
2004.0,Nintendo,0.73
2013.0,Activision,0.73
1991.0,Nintendo,0.73
1998.0,GT Interactive,0.73
2011.0,Codemasters,0.73
2009.0,Electronic Arts,0.73
2005.0,Nintendo,0.73
1999.0,Fox Interactive,0.73
2007.0,Nintendo,0.73
2001.0,Atari,0.73
1981.0,Atari,0.73
2010.0,Electronic Arts,0.73
2014.0,Electronic Arts,0.73
2009.0,Activision,0.73
2011.0,Codemasters,0.73
2006.0,Electronic Arts,0.73
2011.0,Nintendo,0.73
2004.0,THQ,0.73
2004.0,Namco Bandai Games,0.73
2003.0,Atari,0.73
2012.0,Sony Computer Entertainment,0.73
2009.0,Ubisoft,0.73
2001.0,Codemasters,0.73
2009.0,THQ,0.73
2008.0,Ubisoft,0.73
2012.0,Electronic Arts,0.72
2012.0,Nintendo,0.72
2002.0,Electronic Arts,0.72
2012.0,Take-Two Interactive,0.72
2009.0,Ubisoft,0.72
2005.0,Ubisoft,0.72
2005.0,Activision,0.72
2012.0,Electronic Arts,0.72
2010.0,Unknown,0.72
2014.0,Square Enix,0.72
1998.0,Namco Bandai Games,0.72
1996.0,GT Interactive,0.72
2007.0,Electronic Arts,0.72
2002.0,Electronic Arts,0.72
2006.0,Electronic Arts,0.72
1999.0,Atari,0.72
2005.0,Sega,0.72
,Warner Bros. Interactive Entertainment,0.72
2007.0,Spike,0.72
2001.0,Activision,0.72
2013.0,505 Games,0.72
2001.0,Sony Computer Entertainment,0.72
1982.0,Atari,0.72
2010.0,Activision,0.72
2007.0,D3Publisher,0.72
2007.0,Electronic Arts,0.72
2002.0,Atari,0.72
2011.0,Ubisoft,0.72
2009.0,Sony Computer Entertainment,0.72
2012.0,Nintendo,0.72
2003.0,Namco Bandai Games,0.72
2011.0,Deep Silver,0.72
1998.0,Eidos Interactive,0.72
2010.0,Electronic Arts,0.72
2007.0,Electronic Arts,0.72
2010.0,Electronic Arts,0.71
2002.0,Electronic Arts,0.71
2002.0,Electronic Arts,0.71
2007.0,Square Enix,0.71
2013.0,Sony Computer Entertainment,0.71
2011.0,Konami Digital Entertainment,0.71
2015.0,Square Enix,0.71
2003.0,Sega,0.71
2011.0,Take-Two Interactive,0.71
2000.0,Eidos Interactive,0.71
2007.0,Tecmo Koei,0.71
2002.0,Jester Interactive,0.71
2014.0,Nippon Ichi Software,0.71
2007.0,Electronic Arts,0.71
2002.0,Atari,0.71
2000.0,Acclaim Entertainment,0.71
2005.0,Microsoft Game Studios,0.71
2003.0,Konami Digital Entertainment,0.71
2008.0,Electronic Arts,0.71
2015.0,Square Enix,0.71
2002.0,Konami Digital Entertainment,0.71
2009.0,Warner Bros. Interactive Entertainment,0.71
2010.0,Sony Computer Entertainment,0.71
2002.0,Universal Interactive,0.71
2004.0,THQ,0.71
2004.0,THQ,0.71
2015.0,Nintendo,0.71
1999.0,LEGO Media,0.71
1999.0,Acclaim Entertainment,0.71
1997.0,Nintendo,0.71
2010.0,Warner Bros. Interactive Entertainment,0.71
1995.0,Quest,0.71
2003.0,Nintendo,0.71
2013.0,Sega,0.71
1995.0,Sony Computer Entertainment,0.71
2010.0,THQ,0.71
1997.0,Hasbro Interactive,0.71
1998.0,Acclaim Entertainment,0.71
2015.0,Konami Digital Entertainment,0.71
2007.0,SouthPeak Games,0.71
2005.0,Activision,0.71
2008.0,Electronic Arts,0.71
2008.0,Electronic Arts,0.71
2013.0,Sony Computer Entertainment,0.71
2005.0,Activision,0.71
2014.0,Electronic Arts,0.71
2012.0,Sega,0.7
2011.0,Electronic Arts,0.7
2003.0,Activision,0.7
2008.0,Square Enix,0.7
1994.0,Hudson Soft,0.7
1998.0,Virgin Interactive,0.7
2008.0,Electronic Arts,0.7
2001.0,Activision,0.7
2007.0,Electronic Arts,0.7
2003.0,Sony Computer Entertainment,0.7
2011.0,Activision,0.7
2004.0,Electronic Arts,0.7
2001.0,Majesco Entertainment,0.7
2001.0,Atari,0.7
1997.0,Electronic Arts,0.7
2005.0,Microsoft Game Studios,0.7
2009.0,Activision,0.7
2010.0,Electronic Arts,0.7
2014.0,Activision,0.7
2010.0,Ubisoft,0.7
1998.0,SquareSoft,0.7
2001.0,Nintendo,0.7
2009.0,Disney Interactive Studios,0.7
2009.0,THQ,0.7
2005.0,Sony Computer Entertainment,0.7
2000.0,Electronic Arts,0.7
2009.0,505 Games,0.7
2012.0,Sony Computer Entertainment,0.7
2000.0,Electronic Arts,0.7
2004.0,Illusion Softworks,0.7
2000.0,Namco Bandai Games,0.7
2015.0,Konami Digital Entertainment,0.7
2002.0,Eidos Interactive,0.7
2010.0,Ubisoft,0.7
2008.0,Sony Computer Entertainment,0.7
2004.0,Nintendo,0.7
1994.0,Nintendo,0.7
2005.0,Disney Interactive Studios,0.7
1981.0,Tigervision,0.69
2014.0,Take-Two Interactive,0.69
2014.0,Warner Bros. Interactive Entertainment,0.69
2009.0,Activision,0.69
2007.0,Konami Digital Entertainment,0.69
2010.0,Disney Interactive Studios,0.69
2007.0,Activision,0.69
,Atari,0.69
1997.0,Electronic Arts,0.69
2005.0,Microsoft Game Studios,0.69
2015.0,Mojang,0.69
2005.0,Midway Games,0.69
2006.0,THQ,0.69
2014.0,Activision,0.69
2004.0,Nintendo,0.69
1984.0,Namco Bandai Games,0.69
1993.0,Namco Bandai Games,0.69
2003.0,Atari,0.69
1998.0,Sony Computer Entertainment,0.69
2010.0,Sony Computer Entertainment,0.69
2013.0,Namco Bandai Games,0.69
2013.0,Ubisoft,0.69
2002.0,Electronic Arts,0.69
2011.0,Electronic Arts,0.69
2003.0,Electronic Arts,0.69
2015.0,Nintendo,0.69
2007.0,THQ,0.69
2008.0,Square Enix,0.69
2013.0,Disney Interactive Studios,0.69
2011.0,Electronic Arts,0.69
2004.0,Interplay,0.68
2004.0,Activision,0.68
2014.0,Electronic Arts,0.68
2012.0,Nintendo,0.68
2009.0,Activision,0.68
1997.0,LucasArts,0.68
2011.0,Nintendo,0.68
2003.0,Electronic Arts,0.68
2008.0,Sega,0.68
2015.0,Disney Interactive Studios,0.68
2007.0,Activision,0.68
2004.0,Electronic Arts,0.68
1997.0,GT Interactive,0.68
2013.0,Ubisoft,0.68
2003.0,Tomy Corporation,0.68
2005.0,Ubisoft,0.68
2007.0,Sony Computer Entertainment,0.68
2014.0,Deep Silver,0.68
2010.0,Nintendo,0.68
2005.0,LucasArts,0.68
2014.0,505 Games,0.68
2016.0,Bethesda Softworks,0.68
1998.0,SquareSoft,0.68
1998.0,Konami Digital Entertainment,0.68
2015.0,Electronic Arts,0.68
2007.0,THQ,0.68
2005.0,Electronic Arts,0.68
2009.0,GSP,0.68
2006.0,Ubisoft,0.68
2004.0,Electronic Arts,0.68
2006.0,Sony Computer Entertainment,0.68
2008.0,Electronic Arts,0.68
2002.0,Atari,0.68
2011.0,Funbox Media,0.68
2008.0,Touchstone,0.68
2004.0,Midway Games,0.68
2008.0,Nintendo,0.67
2007.0,Midway Games,0.67
2007.0,Square Enix,0.67
2003.0,Activision,0.67
2013.0,Electronic Arts,0.67
2012.0,Warner Bros. Interactive Entertainment,0.67
2007.0,Take-Two Interactive,0.67
1998.0,Electronic Arts,0.67
2010.0,Disney Interactive Studios,0.67
1996.0,Konami Digital Entertainment,0.67
2006.0,Ubisoft,0.67
2004.0,Electronic Arts,0.67
2014.0,Bethesda Softworks,0.67
2010.0,THQ,0.67
2006.0,Rocket Company,0.67
1998.0,Sony Computer Entertainment,0.67
2005.0,Activision,0.67
2002.0,Metro 3D,0.67
2008.0,Electronic Arts,0.67
2008.0,Namco Bandai Games,0.67
2015.0,Namco Bandai Games,0.67
2005.0,Sega,0.67
2014.0,Warner Bros. Interactive Entertainment,0.67
2007.0,THQ,0.67
2011.0,Unknown,0.67
1999.0,Sony Computer Entertainment,0.67
2008.0,Ubisoft,0.67
2010.0,Konami Digital Entertainment,0.67
2013.0,Take-Two Interactive,0.67
2015.0,Mojang,0.67
2008.0,Ubisoft,0.67
2010.0,505 Games,0.67
2008.0,Activision,0.67
2010.0,MTV Games,0.67
2008.0,Electronic Arts,0.67
2003.0,THQ,0.67
2006.0,THQ,0.67
2010.0,Ubisoft,0.67
1981.0,Mattel Interactive,0.67
2007.0,Capcom,0.67
2012.0,Electronic Arts,0.67
2014.0,Take-Two Interactive,0.67
2010.0,Electronic Arts,0.67
,Disney Interactive Studios,0.67
2006.0,IE Institute,0.66
1999.0,Take-Two Interactive,0.66
2004.0,Electronic Arts,0.66
2008.0,Ubisoft,0.66
2014.0,Warner Bros. Interactive Entertainment,0.66
2007.0,Activision,0.66
2003.0,Sony Computer Entertainment,0.66
2007.0,Atari,0.66
1998.0,Electronic Arts,0.66
2001.0,Electronic Arts,0.66
2002.0,Electronic Arts,0.66
2003.0,THQ,0.66
2006.0,Atari,0.66
2009.0,Electronic Arts,0.66
2000.0,Konami Digital Entertainment,0.66
2005.0,Activision,0.66
2012.0,Namco Bandai Games,0.66
2003.0,Enix Corporation,0.66
2004.0,Majesco Entertainment,0.66
2013.0,Ubisoft,0.66
2013.0,Ubisoft,0.66
2004.0,Capcom,0.66
1998.0,Sony Computer Entertainment,0.66
2010.0,Sega,0.66
2010.0,Ubisoft Annecy,0.66
2007.0,Nintendo,0.66
2010.0,Disney Interactive Studios,0.66
2003.0,Electronic Arts,0.66
2008.0,Electronic Arts,0.66
1982.0,Activision,0.66
2013.0,Warner Bros. Interactive Entertainment,0.66
2008.0,Nintendo,0.66
2002.0,TDK Mediactive,0.66
2004.0,Konami Digital Entertainment,0.66
2010.0,Namco Bandai Games,0.66
2004.0,Disney Interactive Studios,0.66
1998.0,Sony Computer Entertainment,0.66
2005.0,Ubisoft,0.66
2009.0,Electronic Arts,0.66
2007.0,Activision,0.66
2007.0,Namco Bandai Games,0.66
2015.0,Codemasters,0.66
2008.0,Microsoft Game Studios,0.66
1998.0,ASC Games,0.66
2014.0,Disney Interactive Studios,0.65
2012.0,Electronic Arts,0.65
2008.0,Activision,0.65
2008.0,Ubisoft,0.65
2014.0,Bethesda Softworks,0.65
2008.0,Electronic Arts,0.65
2005.0,Square Enix,0.65
2003.0,Nintendo,0.65
2005.0,Disney Interactive Studios,0.65
2008.0,THQ,0.65
2004.0,Nintendo,0.65
2009.0,THQ,0.65
2002.0,Ubisoft,0.65
2009.0,Rondomedia,0.65
2005.0,THQ,0.65
1999.0,Enix Corporation,0.65
2009.0,THQ,0.65
2014.0,Sony Computer Entertainment America,0.65
2009.0,Electronic Arts,0.65
2003.0,Nintendo,0.65
2008.0,Nintendo,0.65
1998.0,Atari,0.65
2003.0,Square Enix,0.65
2007.0,Sony Computer Entertainment,0.65
1987.0,Activision,0.65
2005.0,Sony Online Entertainment,0.65
2005.0,Electronic Arts,0.65
2007.0,Sony Computer Entertainment,0.65
2000.0,Acclaim Entertainment,0.65
2007.0,THQ,0.65
2010.0,Disney Interactive Studios,0.65
2012.0,Tecmo Koei,0.65
2007.0,Square Enix,0.65
2002.0,Banpresto,0.65
2014.0,Electronic Arts,0.65
2011.0,Ubisoft,0.65
2008.0,Namco Bandai Games,0.65
2010.0,Capcom,0.65
2013.0,Electronic Arts,0.64
2007.0,THQ,0.64
2009.0,Electronic Arts,0.64
2004.0,Vivendi Games,0.64
2014.0,Activision,0.64
2004.0,Vivendi Games,0.64
2007.0,Vivendi Games,0.64
2013.0,Sega,0.64
2004.0,Vivendi Games,0.64
,Atari,0.64
2003.0,Take-Two Interactive,0.64
2010.0,Namco Bandai Games,0.64
2004.0,Electronic Arts,0.64
2016.0,Take-Two Interactive,0.64
2008.0,Capcom,0.64
2012.0,Take-Two Interactive,0.64
2011.0,Ubisoft,0.64
2016.0,Warner Bros. Interactive Entertainment,0.64
2004.0,Electronic Arts,0.64
2003.0,Activision,0.64
2007.0,THQ,0.64
2005.0,Electronic Arts,0.64
2011.0,Electronic Arts,0.64
2006.0,LucasArts,0.64
1999.0,Red Storm Entertainment,0.64
1999.0,Konami Digital Entertainment,0.64
1999.0,Ubisoft,0.64
2004.0,,0.64
2009.0,Electronic Arts,0.64
2002.0,Eidos Interactive,0.64
2006.0,Capcom,0.64
2010.0,Square Enix,0.64
2009.0,Disney Interactive Studios,0.64
2007.0,Sega,0.64
2004.0,,0.64
2012.0,Sony Computer Entertainment,0.64
2002.0,Konami Digital Entertainment,0.64
2010.0,Sony Computer Entertainment,0.64
2009.0,Activision,0.64
2005.0,Sony Computer Entertainment,0.64
2015.0,Warner Bros. Interactive Entertainment,0.64
2010.0,Sony Computer Entertainment,0.64
1998.0,Nintendo,0.64
2000.0,Electronic Arts,0.64
2007.0,Electronic Arts,0.64
2013.0,Activision,0.64
2007.0,Nintendo,0.64
2008.0,Capcom,0.64
2004.0,Activision,0.64
2014.0,Warner Bros. Interactive Entertainment,0.64
2009.0,Ubisoft,0.64
2010.0,Ubisoft,0.63
2005.0,Activision,0.63
1997.0,Sony Computer Entertainment,0.63
2009.0,Sony Computer Entertainment,0.63
2014.0,Ubisoft,0.63
2013.0,Codemasters,0.63
2007.0,THQ,0.63
2001.0,Activision,0.63
1999.0,Electronic Arts,0.63
2002.0,Electronic Arts,0.63
2009.0,Atari,0.63
,Capcom,0.63
2005.0,Electronic Arts,0.63
2006.0,Activision,0.63
2004.0,Ubisoft,0.63
2011.0,Disney Interactive Studios,0.63
2009.0,Activision,0.63
2008.0,Sega,0.63
2012.0,Namco Bandai Games,0.63
2009.0,Electronic Arts,0.63
1998.0,Activision,0.63
1991.0,Konami Digital Entertainment,0.63
2010.0,Activision,0.63
2012.0,Activision,0.63
2008.0,Sega,0.63
2007.0,Activision,0.63
2003.0,Namco Bandai Games,0.63
2011.0,Ubisoft,0.63
2010.0,Activision,0.63
2015.0,Sony Computer Entertainment,0.63
2002.0,Sony Computer Entertainment,0.63
2009.0,Nintendo,0.63
1982.0,Universal Gamex,0.63
2009.0,Activision,0.63
,Nintendo,0.63
2011.0,Electronic Arts,0.63
2014.0,Ubisoft,0.63
2009.0,Ubisoft,0.63
2016.0,Square Enix,0.63
2012.0,Sega,0.63
2007.0,Tecmo Koei,0.63
2001.0,Electronic Arts,0.63
2009.0,Ghostlight,0.63
1997.0,Square,0.63
2011.0,Electronic Arts,0.63
2006.0,Capcom,0.63
2000.0,Electronic Arts,0.63
2009.0,THQ,0.63
2015.0,Warner Bros. Interactive Entertainment,0.63
2009.0,Bethesda Softworks,0.63
2009.0,Electronic Arts,0.63
2000.0,Activision,0.63
2002.0,Namco Bandai Games,0.63
1993.0,Tecmo Koei,0.62
1995.0,Sega,0.62
,Konami Digital Entertainment,0.62
2005.0,Activision,0.62
